,gene,1' pH7,1' pH5,16' pH7,16' pH5,1' pH7 density,16' pH7 density,1' pH5 density,16' pH5 density
314,HP0315,5,5,5,5,0.017793594306049824,0.017793594306049824,0.017793594306049824,0.017793594306049824
315,HP0316,10,10,10,10,0.02570694087403599,0.02570694087403599,0.02570694087403599,0.02570694087403599
316,HP0317,91,91,90,92,0.04073410922112802,0.04028648164726947,0.04073410922112802,0.04118173679498657
317,HP0318,36,36,37,37,0.047872340425531915,0.04920212765957447,0.047872340425531915,0.04920212765957447
318,HP0319,66,66,66,65,0.040690505548705305,0.040690505548705305,0.040690505548705305,0.040073982737361284
319,HP0320,11,11,11,11,0.046610169491525424,0.046610169491525424,0.046610169491525424,0.046610169491525424
320,HP0321,23,23,23,23,0.03727714748784441,0.03727714748784441,0.03727714748784441,0.03727714748784441
321,HP0322,76,76,77,76,0.05019815059445178,0.05085865257595773,0.05019815059445178,0.05019815059445178
322,HP0323,11,11,11,11,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
323,HP0324,38,38,37,37,0.04993429697766097,0.04862023653088042,0.04993429697766097,0.04862023653088042
324,HP0325,30,30,30,29,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04084507042253521
325,HP0326,52,53,52,50,0.03354838709677419,0.03354838709677419,0.034193548387096775,0.03225806451612903
326,HP0327,17,17,17,17,0.03153988868274583,0.03153988868274583,0.03153988868274583,0.03153988868274583
327,HP0328,30,29,30,29,0.03208556149732621,0.03208556149732621,0.031016042780748664,0.031016042780748664
328,HP0329,18,17,15,16,0.023106546854942234,0.019255455712451863,0.021822849807445442,0.02053915275994865
329,HP0330,40,41,42,41,0.04044489383215369,0.042467138523761376,0.041456016177957536,0.041456016177957536
330,HP0331,40,39,39,40,0.049813200498132,0.048567870485678705,0.048567870485678705,0.049813200498132
331,HP0332,15,14,12,12,0.06521739130434782,0.05217391304347826,0.06086956521739131,0.05217391304347826
332,HP0333,31,31,32,32,0.038318912237330034,0.03955500618046971,0.038318912237330034,0.03955500618046971
333,HP0334,22,22,22,22,0.05486284289276808,0.05486284289276808,0.05486284289276808,0.05486284289276808
334,HP0335,12,12,12,12,0.06486486486486487,0.06486486486486487,0.06486486486486487,0.06486486486486487
335,HP0336,14,14,14,14,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576
336,HP0337,21,21,21,21,0.0695364238410596,0.0695364238410596,0.0695364238410596,0.0695364238410596
337,HP0338,22,22,22,22,0.03907637655417407,0.03907637655417407,0.03907637655417407,0.03907637655417407
338,HP0339,11,11,11,11,0.03170028818443804,0.03170028818443804,0.03170028818443804,0.03170028818443804
339,HP0340,13,12,12,12,0.049429657794676805,0.045627376425855515,0.045627376425855515,0.045627376425855515
340,HP0341,4,4,4,4,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
341,HP0342,15,15,15,16,0.038560411311053984,0.038560411311053984,0.038560411311053984,0.04113110539845758
342,HP0343,10,11,9,9,0.02386634844868735,0.021479713603818614,0.026252983293556086,0.021479713603818614
343,HP0344,25,25,25,25,0.05422993492407809,0.05422993492407809,0.05422993492407809,0.05422993492407809
344,HP0345,17,17,17,17,0.05120481927710843,0.05120481927710843,0.05120481927710843,0.05120481927710843
345,HP0346,16,17,15,15,0.02053915275994865,0.019255455712451863,0.021822849807445442,0.019255455712451863
346,HP0347,44,46,44,43,0.04927211646136618,0.04927211646136618,0.051511758118701005,0.048152295632698766
347,HP0348,53,53,52,51,0.03425985778926956,0.03361344537815126,0.03425985778926956,0.03296703296703297
348,HP0349,71,72,70,71,0.04401735895846249,0.04339739615623062,0.044637321760694355,0.04401735895846249
349,HP0350,13,13,13,13,0.019548872180451128,0.019548872180451128,0.019548872180451128,0.019548872180451128
350,HP0351,67,66,68,67,0.039411764705882354,0.04,0.03882352941176471,0.039411764705882354
351,HP0352,38,39,38,38,0.03696498054474708,0.03696498054474708,0.037937743190661476,0.03696498054474708
352,HP0353,43,41,41,41,0.055627425614489,0.05304010349288486,0.05304010349288486,0.05304010349288486
353,HP0354,71,72,71,69,0.03831624392876417,0.03831624392876417,0.038855909336211546,0.0372369131138694
354,HP0355,56,56,56,55,0.03102493074792244,0.03102493074792244,0.03102493074792244,0.030470914127423823
355,HP0356,17,16,16,16,0.022516556291390728,0.02119205298013245,0.02119205298013245,0.02119205298013245
356,HP0357,34,34,33,33,0.04539385847797063,0.044058744993324434,0.04539385847797063,0.044058744993324434
357,HP0358,39,39,39,41,0.025456919060052218,0.025456919060052218,0.025456919060052218,0.026762402088772844
358,HP0359,6,6,6,6,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871
359,HP0360,43,43,44,43,0.041707080504364696,0.04267701260911736,0.041707080504364696,0.041707080504364696
360,HP0361,25,25,25,25,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
361,HP0362,36,36,36,36,0.03481624758220503,0.03481624758220503,0.03481624758220503,0.03481624758220503
362,HP0363,23,22,22,23,0.036741214057507986,0.03514376996805112,0.03514376996805112,0.036741214057507986
363,HP0364,53,50,51,51,0.05185909980430528,0.049902152641878667,0.04892367906066536,0.049902152641878667
364,HP0365,10,10,10,10,0.11235955056179775,0.11235955056179775,0.11235955056179775,0.11235955056179775
365,HP0366,37,37,37,37,0.03291814946619217,0.03291814946619217,0.03291814946619217,0.03291814946619217
366,HP0367,20,20,20,20,0.03305785123966942,0.03305785123966942,0.03305785123966942,0.03305785123966942
367,HP0368,13,12,12,12,0.032663316582914576,0.03015075376884422,0.03015075376884422,0.03015075376884422
368,HP0369,18,18,18,18,0.02545968882602546,0.02545968882602546,0.02545968882602546,0.02545968882602546
369,HP0370,79,78,79,79,0.05753823743627094,0.05753823743627094,0.05680990531682447,0.05753823743627094
370,HP0371,18,18,18,18,0.03854389721627409,0.03854389721627409,0.03854389721627409,0.03854389721627409
371,HP0372,21,20,20,21,0.03690685413005272,0.0351493848857645,0.0351493848857645,0.03690685413005272
372,HP0373,65,65,65,65,0.030967127203430204,0.030967127203430204,0.030967127203430204,0.030967127203430204
373,HP0374,23,23,23,21,0.033973412112259974,0.033973412112259974,0.033973412112259974,0.0310192023633678
374,HP0375,19,18,19,18,0.04439252336448598,0.04439252336448598,0.04205607476635514,0.04205607476635514
375,HP0376,30,30,28,28,0.029970029970029972,0.027972027972027972,0.029970029970029972,0.027972027972027972
376,HP0377,20,19,19,20,0.030211480362537766,0.028700906344410877,0.028700906344410877,0.030211480362537766
377,HP0378,108,107,107,107,0.03847524047025294,0.03811898824367652,0.03811898824367652,0.03811898824367652
378,HP0379,43,45,44,43,0.033751962323390894,0.03453689167974882,0.03532182103610675,0.033751962323390894
379,HP0380,49,48,49,49,0.03648548026805659,0.03648548026805659,0.035740878629932984,0.03648548026805659
380,HP0381,27,27,27,27,0.032648125755743655,0.032648125755743655,0.032648125755743655,0.032648125755743655
381,HP0382,42,42,42,42,0.03442622950819672,0.03442622950819672,0.03442622950819672,0.03442622950819672
382,HP0383,23,23,23,23,0.044145873320537425,0.044145873320537425,0.044145873320537425,0.044145873320537425
383,HP0384,30,30,29,29,0.04005340453938585,0.03871829105473965,0.04005340453938585,0.03871829105473965
384,HP0385,7,8,7,8,0.030837004405286344,0.030837004405286344,0.03524229074889868,0.03524229074889868
385,HP0386,6,6,6,6,0.02575107296137339,0.02575107296137339,0.02575107296137339,0.02575107296137339
386,HP0387,60,62,61,61,0.032327586206896554,0.03286637931034483,0.0334051724137931,0.03286637931034483
387,HP0388,33,32,33,33,0.04532967032967033,0.04532967032967033,0.04395604395604396,0.04532967032967033
388,HP0389,17,17,16,17,0.02664576802507837,0.025078369905956112,0.02664576802507837,0.02664576802507837
389,HP0390,17,17,17,17,0.03420523138832998,0.03420523138832998,0.03420523138832998,0.03420523138832998
390,HP0391,23,23,23,23,0.0465587044534413,0.0465587044534413,0.0465587044534413,0.0465587044534413
391,HP0392,134,134,132,132,0.05564784053156146,0.054817275747508304,0.05564784053156146,0.054817275747508304
392,HP0393,26,26,25,25,0.027896995708154508,0.02682403433476395,0.027896995708154508,0.02682403433476395
393,HP0394,28,26,28,28,0.03708609271523179,0.03708609271523179,0.03443708609271523,0.03708609271523179
394,HP0395,15,15,15,15,0.022556390977443608,0.022556390977443608,0.022556390977443608,0.022556390977443608
395,HP0396,83,85,80,80,0.04493773687060097,0.04331348132106118,0.0460205739036275,0.04331348132106118
396,HP0397,66,66,64,65,0.042011457670273714,0.04073838319541693,0.042011457670273714,0.041374920432845325
397,HP0398,34,35,34,34,0.062385321100917435,0.062385321100917435,0.06422018348623854,0.062385321100917435
398,HP0399,76,75,75,74,0.04559088182363527,0.04499100179964007,0.04499100179964007,0.04439112177564487
399,HP0400,30,30,30,30,0.03654080389768575,0.03654080389768575,0.03654080389768575,0.03654080389768575
400,HP0401,42,42,42,42,0.03265940902021773,0.03265940902021773,0.03265940902021773,0.03265940902021773
401,HP0402,77,74,73,72,0.03360977738978612,0.031863814927979045,0.032300305543430816,0.03142732431252728
402,HP0403,41,40,40,40,0.04170905391658189,0.04069175991861648,0.04069175991861648,0.04069175991861648
403,HP0404,8,8,8,8,0.02572347266881029,0.02572347266881029,0.02572347266881029,0.02572347266881029
404,HP0405,44,44,44,45,0.03335860500379075,0.03335860500379075,0.03335860500379075,0.03411675511751327
405,HP0406,29,29,29,29,0.049403747870528106,0.049403747870528106,0.049403747870528106,0.049403747870528106
406,HP0407,95,98,96,96,0.0397989107666527,0.04021784666945957,0.04105571847507331,0.04021784666945957
407,HP0408,13,13,14,13,0.026804123711340205,0.0288659793814433,0.026804123711340205,0.026804123711340205
